SOIL_PH,TEMP,RELATIVE_HUMIDITY,N,P,K,CROPS
6.6,31.4,81.0,77.1,51.7,42.5,elephant foot yam
7.0,22.0,78.2,56.9,29.5,30.7,redgram
6.1,24.8,96.5,107.7,92.8,84.6,bhendi
6.1,13.9,92.7,117.1,72.4,86.9,cabbage
7.0,20.8,90.5,144.3,43.4,114.9,capsicum
6.5,24.9,73.7,151.7,65.9,89.5,maize
6.6,25.8,16.7,30.5,28.7,30.0,thinai
6.4,20.3,61.2,67.5,55.4,94.7,pumpkin
7.7,22.2,66.0,116.1,69.1,76.3,sugarbeet
6.0,29.2,99.9,74.1,54.4,52.9,sorghum
6.5,29.8,77.5,47.5,38.7,39.6,redgram
7.4,35.2,97.0,64.9,47.9,50.3,sorghum
7.3,21.5,97.6,63.8,23.9,36.0,sunflower
7.7,23.0,66.6,170.1,69.1,131.9,sugarcane
7.4,24.7,68.0,138.9,79.0,67.8,sugarbeet
6.9,19.0,78.1,114.4,67.0,60.4,sugarbeet
7.1,27.6,84.6,84.1,42.8,59.8,annual moringa
8.0,23.6,77.6,75.4,42.0,56.5,cluster bean
7.1,25.9,76.1,93.5,50.7,52.4,tinda
7.3,25.0,51.6,50.6,25.9,34.7,horsegram
6.9,19.4,80.6,48.5,27.0,38.2,redgram
7.4,22.7,82.4,72.1,48.1,43.5,cluster bean
6.4,25.5,50.8,44.5,34.6,33.5,cowpea
6.7,21.0,50.7,88.0,49.0,47.8,wheat
7.0,23.8,51.6,101.7,41.6,49.5,wheat
7.9,22.3,84.3,48.2,20.5,32.0,sunflower
8.9,37.6,16.2,34.1,23.8,22.2,samai
6.7,27.2,96.1,112.4,45.7,53.7,cauliflower
6.4,22.3,92.6,109.5,50.2,86.9,capsicum
5.9,24.0,82.3,80.9,56.0,40.4,french bean
5.8,26.9,84.8,67.8,43.9,49.6,french bean
5.8,24.2,85.2,83.6,43.5,60.0,sweet potato
6.2,25.4,95.8,135.7,97.1,115.4,bhendi
5.9,10.7,79.6,96.7,55.6,57.5,french bean
6.8,18.4,72.1,65.5,59.3,49.7,small onion
6.6,24.7,75.0,80.5,80.0,75.6,bottle gourd
6.0,20.0,15.9,44.0,31.8,22.8,kudiraivali
6.7,11.1,65.0,50.2,55.8,48.6,groundnut
6.4,19.9,99.3,61.5,58.8,44.6,beetroot
6.4,24.0,70.7,82.6,54.9,51.8,small onion
6.1,17.5,92.8,148.9,60.4,114.9,capsicum
6.9,20.1,80.2,44.5,36.7,33.1,redgram
7.8,23.6,85.1,78.4,35.6,24.1,sunflower
5.7,36.7,90.6,57.0,34.2,25.1,pearl millet
6.5,26.8,63.1,64.7,41.4,73.2,ash gourd
6.2,21.3,83.6,121.0,44.2,108.6,onion
7.5,32.7,76.8,116.6,40.5,44.3,annual moringa
6.0,24.2,80.5,134.4,56.6,108.0,chillies
6.1,26.8,99.3,120.2,78.2,82.2,bhendi
6.8,23.0,52.5,119.0,57.6,54.4,wheat
7.1,20.2,78.0,113.0,76.5,105.9,tomato
6.9,27.4,54.3,68.8,43.3,51.4,tapoica
6.3,28.7,16.5,39.9,29.4,26.4,thinai
7.1,34.5,69.9,21.7,34.5,23.2,greengram
7.0,15.8,61.0,91.8,82.5,65.8,carrot
6.0,14.6,86.3,55.4,37.5,38.8,pearl millet
7.6,21.4,86.9,113.1,55.9,46.2,cotton
6.6,17.5,63.6,89.0,99.5,64.3,carrot
6.3,24.3,72.7,79.0,42.9,53.2,small onion
6.4,28.1,92.7,111.0,54.6,80.7,capsicum
5.9,21.8,87.6,98.0,58.8,55.6,sweet potato
6.7,23.5,77.4,52.7,28.1,30.0,redgram
6.1,26.0,98.7,73.9,40.8,52.8,sorghum
6.6,23.5,92.9,62.1,24.7,22.4,sunflower
7.2,23.9,95.0,79.0,21.8,37.8,castor
6.7,18.2,82.9,87.9,72.1,91.7,bottle gourd
7.5,24.7,91.0,64.5,55.0,49.5,sorghum
6.8,20.9,77.1,49.9,38.3,29.7,redgram
5.6,28.9,19.0,31.9,21.4,25.2,thinai
7.1,39.9,17.7,21.0,27.2,27.7,blackgram
6.4,21.3,58.3,85.4,57.5,54.2,wheat
5.3,25.3,54.8,39.1,38.5,37.7,cowpea
6.7,21.3,80.2,88.9,59.4,90.7,bottle gourd
6.4,20.1,98.4,66.8,57.8,55.8,beetroot
6.7,15.0,75.0,129.3,78.9,68.0,sugarbeet
6.2,18.1,67.5,103.9,67.4,84.7,carrot
6.7,29.6,81.7,62.8,43.6,54.1,tinda
6.2,21.4,76.4,104.6,53.3,100.6,onion
6.4,27.0,54.2,48.3,38.6,31.0,cowpea
6.6,26.7,83.5,145.1,81.5,86.1,maize
6.7,15.3,98.8,75.1,45.2,48.6,radish
6.1,24.2,50.5,69.7,68.7,66.6,ash gourd
6.2,19.1,87.2,86.2,77.1,97.2,snake gourd
5.8,15.4,96.2,67.5,48.3,45.5,radish
7.0,27.0,77.5,103.9,49.9,82.4,tomato
5.6,26.5,50.1,60.0,56.7,46.7,tapoica
6.8,18.9,99.7,74.2,45.4,51.3,beetroot
5.7,11.6,77.7,91.9,59.4,46.5,french bean
7.6,23.6,76.6,97.8,45.4,44.7,cluster bean
6.7,27.9,82.1,104.3,52.3,49.8,annual moringa
6.2,37.8,79.9,45.6,22.8,38.0,horsegram
6.9,18.1,87.5,67.7,22.4,33.8,soyabean
6.6,11.1,65.0,59.7,57.4,51.6,groundnut
6.7,20.5,19.5,31.2,25.6,27.2,thinai
6.9,31.2,65.1,31.1,30.0,35.3,greengram
7.5,26.2,75.3,113.8,56.2,73.4,watermelon
5.7,34.8,83.9,77.5,51.3,42.4,elephant foot yam
7.2,27.2,84.5,81.4,49.0,52.3,annual moringa
6.6,18.9,78.0,48.9,28.0,33.5,redgram
6.1,31.3,73.8,63.6,28.9,32.2,soyabean
7.1,11.2,70.1,110.1,48.2,51.8,peas
7.4,25.3,68.9,43.1,22.6,27.1,horsegram
6.3,28.5,70.2,85.2,71.2,88.7,ash gourd
6.4,23.5,67.4,94.4,49.1,53.6,small onion
6.4,27.1,81.7,38.4,24.2,21.2,gingely
7.5,21.9,73.4,139.3,72.6,62.6,sugarbeet
5.5,16.2,76.8,85.3,54.2,41.1,french bean
6.2,26.7,58.6,90.2,40.4,56.1,tapoica
6.4,23.8,85.3,116.9,51.1,47.4,sweet potato
7.2,17.5,18.9,35.5,27.1,20.7,ragi
8.7,28.4,16.6,38.1,22.0,23.2,samai
7.0,28.4,61.6,36.3,37.5,31.6,greengram
5.6,21.1,83.7,160.5,83.1,72.8,maize
7.1,23.6,75.9,167.7,61.5,145.7,sugarcane
6.4,25.9,98.6,62.9,21.3,33.5,castor
6.0,23.7,86.4,99.6,62.2,80.0,snake gourd
6.8,17.8,81.5,71.8,27.7,26.5,soyabean
7.3,28.1,64.2,38.0,36.9,25.6,greengram
5.6,20.0,18.9,58.7,22.9,27.7,kudiraivali
7.0,27.3,80.8,98.7,54.8,54.1,tinda
6.0,20.0,17.9,58.7,37.8,29.0,kudiraivali
6.1,20.0,16.3,55.6,34.4,33.9,kudiraivali
7.2,25.0,76.0,187.1,86.4,139.0,sugarcane
7.1,17.0,15.8,30.1,20.0,20.8,ragi
7.9,22.0,83.1,59.8,39.4,35.3,sunflower
6.9,21.8,60.0,48.9,34.8,32.4,bengalgram
7.4,27.1,60.4,85.1,52.2,43.7,cucumber
6.1,26.8,19.2,31.2,20.2,21.7,varagu
5.6,27.4,82.2,77.0,51.6,49.7,elephant foot yam
7.3,31.6,71.0,91.5,48.8,57.1,rice
7.0,29.8,92.2,75.6,44.0,52.0,sorghum
6.2,25.7,17.0,31.3,24.2,29.1,varagu
7.4,33.9,72.3,60.4,45.1,47.5,jute
6.5,27.2,64.7,98.9,54.4,50.5,cucumber
6.3,31.2,77.9,40.8,34.8,32.7,horsegram
5.5,24.5,17.7,31.3,21.8,22.8,thinai
7.3,31.9,83.2,80.6,49.9,52.8,annual moringa
6.9,31.6,75.5,87.1,51.7,95.6,muskmelon
7.5,20.8,91.2,47.3,28.3,34.0,sunflower
6.8,28.9,18.2,30.4,20.1,22.3,thinai
6.7,30.0,80.2,59.7,30.7,22.1,redgram
7.2,27.4,81.2,81.1,48.7,53.8,peas
6.2,23.6,60.0,42.3,33.5,21.4,bengalgram
6.5,18.2,99.4,78.0,55.6,44.9,beetroot
6.8,25.5,95.9,118.1,87.2,91.7,bhendi
6.7,31.5,83.8,89.9,43.3,46.2,annual moringa
5.7,20.0,18.6,59.6,20.2,34.4,kudiraivali
6.0,24.4,91.4,149.1,42.1,114.5,capsicum
6.3,28.3,15.8,39.5,20.2,26.7,thinai
6.4,18.6,78.8,80.6,41.2,76.8,bottle gourd
6.7,23.1,81.6,146.8,71.9,117.6,tomato
5.7,28.9,51.7,61.9,48.1,48.5,tapoica
6.0,25.9,97.8,60.8,41.8,45.7,sorghum
5.8,20.5,78.8,91.9,57.0,49.8,french bean
6.3,16.4,60.7,104.2,90.3,80.0,carrot
7.8,26.4,18.6,32.1,20.3,23.4,ragi
6.3,31.2,65.8,83.0,52.4,59.0,rice
6.6,26.5,76.6,71.3,56.6,57.1,tinda
5.8,22.0,80.5,64.9,44.2,46.3,chowchow
6.7,26.0,98.1,147.5,94.6,118.1,bhendi
7.4,10.5,77.2,96.2,55.7,49.0,peas
6.3,16.6,94.0,124.9,50.6,109.2,capsicum
6.1,33.3,79.9,67.6,36.3,34.8,jute
6.4,26.6,83.4,60.4,41.2,80.3,bottle gourd
6.7,30.4,83.7,68.4,50.4,56.8,elephant foot yam
7.2,26.1,75.7,101.2,53.4,56.9,cotton
6.4,19.4,19.6,37.0,23.8,23.7,ragi
7.0,18.9,98.1,69.9,59.0,54.9,beetroot
6.0,22.1,85.5,72.3,24.2,34.1,soyabean
6.7,20.0,16.7,54.0,38.4,23.2,kudiraivali
6.5,21.0,78.7,64.2,40.3,45.3,chowchow
8.7,32.8,16.4,35.3,25.1,21.1,samai
7.3,35.9,17.4,35.3,39.5,33.0,blackgram
6.4,15.2,63.5,98.4,81.7,91.6,carrot
7.4,26.0,75.3,118.8,40.3,85.1,watermelon
6.1,25.2,83.4,92.5,53.5,95.0,bottle gourd
5.3,24.4,85.8,71.6,21.6,21.2,castor
6.5,21.5,94.5,75.1,31.0,32.4,sunflower
6.5,28.9,18.2,34.9,21.2,24.6,thinai
7.1,24.2,85.2,60.2,22.5,36.0,sunflower
5.7,34.3,92.7,44.4,31.4,29.5,pearl millet
6.7,22.5,98.2,91.8,48.0,51.2,cauliflower
6.9,21.1,62.8,89.7,79.9,94.8,pumpkin
6.2,21.1,19.8,37.6,27.4,23.1,panivaragu
6.3,25.6,54.2,50.4,33.5,28.4,horsegram
6.4,25.5,97.3,119.1,60.1,112.3,bhendi
6.5,30.4,73.6,95.4,55.8,80.4,ash gourd
5.9,24.3,77.1,100.1,63.2,117.3,onion
8.7,30.1,18.0,33.6,28.8,20.8,samai
6.8,20.0,18.4,50.7,20.4,31.9,kudiraivali
5.8,26.4,16.0,30.5,28.9,23.1,varagu
5.3,26.3,53.4,43.4,28.6,34.0,cowpea
8.8,34.1,19.4,38.9,26.4,27.8,samai
6.9,34.2,69.2,95.1,48.1,42.5,cucumber
6.7,5.4,96.2,94.7,48.9,49.3,cauliflower
6.0,21.6,86.7,83.0,45.0,49.0,sweet potato
5.6,22.1,80.9,83.1,54.9,45.5,vegetable cowpea
6.4,35.7,63.7,57.2,26.7,23.9,horsegram
7.2,30.2,75.2,92.6,52.2,67.0,ribbed gourd
6.0,24.4,60.9,162.1,86.7,84.5,maize
8.1,21.2,80.4,73.3,44.1,55.1,cluster bean
6.8,17.8,65.0,57.9,48.8,42.5,groundnut
6.5,22.2,61.0,83.3,47.6,71.5,pumpkin
6.2,37.1,83.8,79.9,31.5,41.7,jute
6.7,20.0,99.9,86.4,40.4,55.9,beetroot
6.0,25.8,88.5,93.8,57.0,61.4,snake gourd
6.5,25.3,85.4,64.7,48.1,85.4,bitter gourd
6.3,20.1,16.4,30.7,29.7,29.4,thinai
6.9,23.8,63.3,63.3,49.9,91.6,pumpkin
6.2,27.5,81.8,102.5,74.7,118.7,chillies
6.6,23.9,58.9,111.8,40.6,44.6,wheat
6.2,21.6,90.0,126.2,48.5,92.5,brinjal
6.5,27.0,80.0,106.4,49.2,75.6,muskmelon
6.6,14.6,96.2,83.2,40.2,45.6,cauliflower
7.0,29.5,80.1,119.9,49.2,70.4,muskmelon
7.2,25.5,90.0,131.0,54.4,118.3,brinjal
6.6,30.9,81.6,112.6,48.8,91.5,muskmelon
7.0,26.3,78.6,40.3,21.8,30.3,redgram
6.9,19.3,90.3,73.4,38.2,29.5,soyabean
6.1,18.8,64.4,69.8,69.2,64.1,pumpkin
6.0,23.2,53.1,80.6,59.8,47.1,wheat
5.4,26.1,68.6,85.5,42.5,59.0,rice
6.7,30.9,80.4,72.6,55.1,56.0,elephant foot yam
7.6,24.2,73.0,185.3,97.3,126.1,sugarcane
7.3,33.8,84.7,116.8,46.4,96.4,muskmelon
7.0,28.4,73.5,83.8,45.9,59.6,cotton
6.9,17.9,68.5,119.2,81.0,97.5,carrot
7.0,17.7,88.2,51.0,38.9,23.5,pearl millet
6.5,26.5,84.9,65.1,73.8,82.0,ribbed gourd
5.5,24.1,83.7,95.0,51.7,54.9,french bean
7.2,24.4,82.2,74.4,58.6,44.2,cluster bean
6.7,26.3,77.9,126.5,45.9,97.4,chillies
6.9,20.0,99.9,68.0,43.5,43.2,beetroot
6.3,22.3,17.0,30.8,27.1,24.4,thinai
6.6,34.8,86.2,45.3,27.0,28.8,pearl millet
5.8,15.0,97.4,72.6,45.8,57.5,radish
6.6,29.0,91.5,52.5,31.5,36.5,pearl millet
7.4,27.4,74.0,109.0,50.6,49.5,peas
7.1,27.9,76.5,101.4,46.6,42.1,annual moringa
6.2,21.4,88.9,93.3,42.8,53.8,sweet potato
6.8,27.3,86.7,27.9,26.1,36.1,gingely
6.1,24.4,98.7,133.5,69.8,84.7,cabbage
5.9,20.1,82.5,65.8,58.8,41.5,chowchow
6.4,21.2,86.6,76.7,26.5,31.9,soyabean
7.4,26.0,74.5,98.0,41.0,47.3,rice
6.0,23.8,78.1,71.1,44.2,42.9,french bean
6.2,29.7,94.3,24.6,28.8,23.0,gingely
5.9,13.1,98.9,93.0,54.4,52.5,radish
5.9,14.3,82.4,83.1,57.4,57.5,french bean
7.3,22.9,17.9,36.4,36.5,28.2,blackgram
8.6,28.1,19.5,35.0,23.9,25.5,samai
6.3,19.5,96.2,118.4,66.1,91.1,cabbage
6.5,25.3,77.8,102.2,40.0,83.6,watermelon
8.0,26.3,69.6,198.1,92.9,122.5,sugarcane
6.2,20.8,67.6,87.6,54.8,47.6,small onion
6.7,26.6,80.0,101.4,52.4,62.2,muskmelon
6.2,23.8,84.8,158.5,67.4,87.6,maize
6.3,19.5,90.4,75.2,57.6,46.0,sorghum
7.1,29.4,80.8,83.8,41.7,43.3,tinda
6.2,21.2,69.0,93.8,46.5,45.6,small onion
6.6,26.5,78.7,113.1,50.9,54.0,peas
5.8,11.0,83.6,74.3,50.7,53.6,french bean
6.2,22.9,60.0,48.7,22.3,34.0,bengalgram
6.5,20.9,75.2,74.0,62.2,67.7,bottle gourd
5.6,19.8,80.2,69.8,52.1,47.6,french bean
6.1,24.4,70.9,89.8,59.6,54.8,small onion
7.0,28.4,84.1,102.6,41.8,81.8,muskmelon
6.4,24.7,83.0,93.9,63.2,70.8,bottle gourd
6.1,18.4,93.4,124.7,97.1,105.7,cabbage
7.6,23.9,72.8,88.0,47.6,47.5,cotton
6.9,34.6,80.5,95.9,50.6,73.6,muskmelon
7.2,32.8,66.8,92.5,53.2,46.8,cucumber
6.5,18.3,100.0,84.1,41.5,43.7,beetroot
6.8,21.4,71.2,174.3,67.9,134.7,sugarcane
7.1,34.7,17.7,20.8,35.7,30.2,blackgram
6.4,25.5,17.5,35.4,21.2,21.6,varagu
7.0,30.4,68.5,26.2,31.4,32.1,greengram
7.5,23.7,71.8,94.8,49.1,59.0,cotton
6.7,26.2,68.4,68.7,51.3,54.7,cucumber
6.0,15.2,92.7,113.4,87.8,80.2,cabbage
7.0,21.8,53.4,114.4,56.0,41.9,wheat
6.1,15.4,64.8,103.9,66.3,83.6,carrot
7.0,22.4,17.5,27.2,29.4,23.6,blackgram
6.8,21.7,95.6,107.2,52.3,44.6,cauliflower
7.4,33.3,82.0,111.9,59.6,82.3,muskmelon
6.3,11.5,17.4,39.0,23.2,29.7,ragi
6.5,8.1,99.4,96.6,53.7,44.8,cauliflower
7.0,22.9,54.2,87.7,59.1,51.8,wheat
7.4,21.6,66.0,184.4,91.3,140.9,sugarcane
6.1,15.5,66.9,94.8,66.7,88.9,carrot
7.2,23.3,91.5,42.6,33.7,24.9,castor
5.9,25.0,60.0,43.3,35.8,23.9,bengalgram
5.8,12.8,16.6,30.5,26.7,29.7,panivaragu
6.7,11.5,77.2,93.4,40.7,58.1,peas
6.7,25.8,71.1,107.8,42.9,49.1,peas
5.5,12.7,82.5,90.2,47.2,54.9,french bean
5.9,40.7,15.1,30.1,28.8,28.9,panivaragu
6.0,20.0,18.3,42.5,26.9,29.3,kudiraivali
6.4,23.5,51.0,117.8,57.2,54.0,wheat
6.2,18.7,77.2,178.5,80.2,82.6,maize
7.4,27.6,63.4,77.0,43.9,59.7,cucumber
7.0,24.0,82.6,123.8,64.6,97.1,tomato
6.8,25.0,99.9,118.0,99.5,92.4,bhendi
6.7,17.6,69.2,65.5,48.3,46.0,small onion
7.2,22.0,94.4,62.1,26.9,27.7,sunflower
6.0,26.0,83.6,67.3,40.8,59.9,elephant foot yam
6.5,27.0,51.9,62.3,69.1,88.3,ash gourd
5.8,13.5,82.6,44.8,36.8,37.6,pearl millet
6.6,26.7,65.6,97.5,62.9,80.3,pumpkin
6.5,10.7,98.9,89.3,52.5,58.6,radish
6.6,22.2,86.6,91.4,54.1,45.4,sweet potato
6.6,28.9,80.7,77.2,49.8,50.5,tinda
6.8,26.9,63.4,26.8,34.1,23.6,greengram
6.9,27.3,78.6,83.0,64.1,78.7,bitter gourd
5.6,21.2,82.3,98.0,52.4,52.1,french bean
6.4,29.3,73.7,67.1,22.6,28.0,soyabean
6.3,29.3,86.4,23.8,20.3,38.5,gingely
6.8,21.5,75.7,81.8,47.4,54.6,rice
6.5,19.1,98.3,94.4,49.2,46.5,beetroot
7.3,24.1,77.6,67.7,56.7,51.3,cluster bean
6.5,30.6,61.1,21.9,35.2,25.0,greengram
5.6,26.8,16.1,33.5,23.8,21.5,varagu
7.1,23.5,87.4,50.0,39.0,29.8,sunflower
6.4,28.3,81.2,84.5,49.7,48.8,elephant foot yam
7.0,25.8,80.2,89.5,41.8,83.6,bitter gourd
6.9,25.4,91.2,43.4,37.0,27.3,pearl millet
7.3,23.8,66.5,166.4,63.2,127.4,sugarcane
6.1,25.8,98.6,117.4,87.7,107.7,bhendi
7.0,19.7,99.4,74.8,58.3,50.4,beetroot
7.1,31.3,74.3,94.4,32.3,41.1,jute
6.2,25.7,53.3,90.1,59.5,44.7,tapoica
5.6,25.9,55.6,94.2,50.8,51.2,tapoica
5.8,26.9,76.8,61.5,47.0,42.4,french bean
6.6,24.4,91.2,79.2,47.4,47.5,sorghum
6.9,16.3,65.2,102.0,63.7,79.9,sugarbeet
6.2,26.8,54.5,42.2,32.9,20.5,cowpea
5.7,25.5,78.8,175.1,73.9,84.7,maize
6.7,23.4,81.1,121.0,73.1,94.2,chillies
5.9,28.4,83.2,69.2,40.7,43.1,elephant foot yam
6.5,21.2,93.0,109.0,85.3,115.8,cabbage
5.7,19.0,82.2,68.9,56.3,47.8,chowchow
7.3,32.4,95.7,32.8,37.2,20.1,gingely
6.7,29.7,78.5,95.9,50.2,50.8,tinda
6.6,28.3,90.0,132.8,43.9,85.0,brinjal
6.2,24.3,84.3,145.8,67.7,75.5,maize
6.9,25.2,83.6,99.5,73.2,67.3,bitter gourd
5.5,20.0,93.0,111.5,72.0,110.6,capsicum
5.6,27.4,54.1,66.2,43.2,57.4,tapoica
6.2,22.9,68.3,82.8,66.9,74.7,pumpkin
5.7,15.9,90.5,111.3,74.2,92.4,capsicum
6.9,25.8,79.7,82.3,52.6,90.6,ribbed gourd
6.4,20.9,90.0,135.6,97.9,85.8,cabbage
7.2,21.4,82.4,88.2,45.9,43.2,cluster bean
6.0,26.3,84.5,88.7,50.7,54.9,vegetable cowpea
6.4,22.6,79.9,147.0,79.8,93.1,onion
6.6,26.4,98.8,87.8,41.0,49.9,cauliflower
6.6,20.5,92.6,127.7,77.3,90.3,capsicum
6.0,35.2,84.1,98.0,46.3,39.9,jute
7.2,21.1,92.7,50.6,38.2,25.7,sunflower
6.1,19.7,91.1,131.5,63.9,90.7,capsicum
6.3,25.3,77.5,134.6,79.3,80.9,chillies
5.2,23.8,93.3,71.2,23.1,38.8,castor
7.0,30.0,67.9,68.0,59.2,46.5,cucumber
5.6,22.7,60.0,43.7,28.1,30.6,bengalgram
5.4,32.7,76.4,95.0,48.4,55.7,rice
6.8,34.5,78.5,101.5,57.8,60.1,muskmelon
7.1,17.5,80.4,107.6,51.1,41.0,peas
6.1,23.5,80.1,78.3,50.5,98.5,bottle gourd
7.1,24.2,76.8,87.7,49.0,56.4,cluster bean
7.2,33.0,79.2,77.8,32.9,46.5,jute
5.0,34.9,79.6,84.3,54.6,50.8,rice
6.1,15.6,67.0,91.6,94.9,61.5,carrot
5.5,19.3,81.0,97.5,59.3,56.6,french bean
7.5,24.4,84.3,97.3,49.1,53.0,cluster bean
6.2,22.9,59.9,80.8,50.9,50.0,wheat
7.1,32.0,69.7,82.7,55.4,43.1,cucumber
5.7,18.5,75.6,91.6,58.4,54.8,chowchow
6.9,16.5,77.1,119.0,76.3,64.8,sugarbeet
7.4,33.4,65.9,76.1,58.2,40.1,cucumber
6.1,23.7,77.4,134.8,52.0,109.3,onion
6.6,23.1,69.5,76.9,42.4,53.3,small onion
5.7,11.4,15.9,39.5,26.0,27.8,ragi
7.0,18.2,84.9,127.9,71.8,116.5,tomato
6.2,14.3,90.1,49.0,24.3,27.0,pearl millet
5.7,21.7,83.3,86.8,47.3,52.9,vegetable cowpea
7.5,21.1,87.3,45.2,35.5,30.0,sunflower
6.5,22.0,96.8,133.2,91.4,115.0,cabbage
5.6,25.6,17.6,38.5,24.5,28.7,varagu
5.9,26.0,83.7,69.3,54.7,55.7,elephant foot yam
6.1,26.3,59.9,86.1,50.9,57.5,tapoica
6.1,29.8,80.4,128.9,43.9,89.4,chillies
5.7,28.2,76.7,98.8,40.5,49.0,vegetable cowpea
7.4,38.0,63.3,53.3,39.6,38.1,horsegram
6.3,14.2,18.1,39.1,28.5,23.8,ragi
6.0,21.6,79.9,107.1,65.1,74.3,sugarbeet
7.0,27.6,86.3,83.7,45.9,58.6,cotton
6.2,20.0,19.6,55.4,25.0,26.2,kudiraivali
6.8,20.0,60.0,44.8,32.9,38.2,bengalgram
5.8,26.6,77.7,69.5,48.3,57.2,vegetable cowpea
7.2,31.5,75.1,86.0,40.9,53.2,annual moringa
6.1,21.9,69.4,109.4,65.0,74.1,sugarbeet
6.1,20.4,96.3,132.1,65.6,103.4,cabbage
6.7,17.4,65.1,108.2,60.6,88.6,carrot
7.4,22.0,74.7,109.8,44.4,51.6,peas
5.6,24.7,84.8,74.4,48.3,57.7,french bean
6.2,27.9,16.2,38.1,29.7,20.2,thinai
7.0,27.0,87.8,78.6,50.7,100.0,bitter gourd
7.3,24.1,72.6,95.2,42.9,43.3,cotton
6.8,27.8,73.9,77.2,43.6,47.5,jute
6.4,25.0,19.5,39.3,21.8,22.9,ragi
6.5,20.0,19.6,42.6,37.1,23.0,kudiraivali
6.7,16.4,65.0,69.0,46.7,51.9,groundnut
7.4,43.6,89.6,44.1,21.5,22.1,pearl millet
6.7,26.5,86.8,75.4,43.2,98.4,snake gourd
5.6,27.1,60.1,88.5,59.8,58.4,rice
5.6,18.3,78.3,91.0,55.3,59.3,french bean
7.1,21.4,75.6,164.0,99.0,140.8,sugarcane
6.0,21.1,86.8,116.4,47.7,40.9,sweet potato
6.9,26.4,76.6,47.8,26.3,34.3,redgram
6.5,23.0,96.9,51.3,23.9,36.3,sunflower
7.1,17.5,94.0,73.6,54.7,51.3,sorghum
7.2,22.2,75.8,118.0,61.8,76.7,sugarbeet
6.6,32.3,63.5,74.6,51.7,59.1,cucumber
7.0,14.5,94.8,57.8,32.8,32.4,pearl millet
7.2,23.4,75.4,101.5,64.4,77.5,sugarbeet
6.8,14.6,97.9,75.5,46.3,45.5,radish
6.7,22.4,79.1,139.5,48.4,117.0,tomato
5.9,24.7,82.1,66.8,42.5,40.4,french bean
7.1,31.3,66.7,56.2,29.9,24.7,horsegram
6.3,28.3,60.0,57.5,26.8,25.6,bengalgram
6.6,25.3,63.5,20.4,29.3,26.1,greengram
6.8,29.7,83.3,33.6,30.4,37.6,gingely
6.6,36.4,97.7,61.9,47.5,44.8,sorghum
6.4,29.2,60.0,46.6,31.3,33.5,bengalgram
6.9,18.4,62.3,117.1,63.4,85.0,carrot
5.6,20.8,81.7,62.6,55.5,48.0,chowchow
6.6,30.0,79.7,78.7,73.8,82.1,bitter gourd
7.5,30.6,67.2,78.8,58.6,42.6,cucumber
6.6,25.0,85.7,78.4,46.6,76.8,bitter gourd
6.9,27.2,63.6,63.0,48.4,52.4,cucumber
6.4,26.2,81.0,78.6,22.0,33.3,soyabean
6.1,24.8,82.8,127.2,73.2,109.1,onion
7.4,25.0,81.4,84.8,68.7,88.1,ribbed gourd
5.6,13.0,78.0,66.6,42.7,43.1,french bean
7.9,22.5,84.7,96.1,58.8,41.3,cluster bean
6.2,21.6,83.7,65.3,54.9,45.9,chowchow
6.3,19.8,84.0,64.8,48.1,53.5,chowchow
6.8,29.6,86.3,65.8,50.6,74.8,bitter gourd
5.8,12.4,84.3,69.7,42.7,51.0,french bean
7.0,24.7,75.0,140.9,62.6,75.4,sugarbeet
7.3,26.6,90.0,102.4,65.7,83.6,brinjal
6.2,19.7,64.8,88.9,64.3,79.3,pumpkin
6.9,46.9,65.0,73.8,48.4,59.9,groundnut
6.5,20.1,98.9,75.0,55.5,51.7,beetroot
6.1,22.7,85.8,103.1,56.2,58.9,sweet potato
6.8,25.7,60.0,54.8,27.8,27.1,bengalgram
7.6,23.6,88.3,108.6,45.9,55.4,cotton
7.0,18.3,89.9,68.8,32.1,23.3,soyabean
5.5,18.7,93.8,146.2,52.6,113.3,capsicum
7.0,25.1,54.5,96.5,50.9,42.7,tapoica
6.7,28.4,81.3,71.0,44.6,49.6,elephant foot yam
7.3,27.9,83.2,96.1,52.5,49.9,tinda
5.9,25.8,18.6,34.4,23.3,20.5,varagu
6.3,18.9,68.5,96.2,79.2,96.6,pumpkin
6.5,24.7,77.1,118.3,75.8,65.1,sugarbeet
6.2,20.0,19.2,55.0,36.9,25.6,kudiraivali
6.7,18.9,98.5,81.2,46.5,40.2,beetroot
6.9,31.0,80.7,97.8,68.4,90.1,ribbed gourd
6.3,19.8,68.5,104.8,95.3,82.9,carrot
6.8,25.8,60.4,145.1,67.2,84.5,maize
8.6,28.6,18.2,36.9,29.1,30.0,samai
6.5,24.0,86.3,61.8,53.4,62.8,snake gourd
6.1,21.3,54.7,96.4,40.3,40.1,wheat
6.3,15.5,18.7,30.0,22.9,29.9,ragi
5.7,13.6,77.0,74.2,56.8,59.9,french bean
6.5,24.1,97.9,136.4,90.8,88.5,bhendi
6.8,28.3,90.0,135.9,42.0,115.3,brinjal
6.9,20.2,60.0,57.5,28.2,27.0,bengalgram
6.2,23.8,84.5,148.9,45.3,101.3,onion
6.5,39.4,65.0,77.6,55.0,48.9,groundnut
6.6,33.4,65.3,63.0,55.0,50.8,cucumber
